Country Name,Country Code,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Qatar,QAT,,,29.57307237,,,,,,,,,,,37.48878924,,,,,,,44.27480916,,,51.98019802,,51.15576843,54.40241742,54.45048057,54.76588629,51.90644024,57.30664999,60.19771072,60.50495942,61.09368465,60.96662104,60.41080179,60.9921671,62.46724662,64.75401238,
Romania,ROU,,,,,,,,,76.51941891,,,81.37030556,78.96257567,81.95537247,81.24792013,81.81260457,81.82061015,81.85050829,79.17985456,77.49857856,77.28873798,76.16764715,76.38642715,75.80506038,74.57103255,74.23627362,71.92692841,73.44457194,72.67769011,72.18645984,71.92320878,70.14798039,69.82745073,71.01426847,70.26856386,69.71203868,69.29650238,66.38455563,68.1650415,67.77228203
Russian Federation,RUS,,,,,,78.78748707,,,81.93362747,81.05809238,80.38137496,80.1085463,80.23635624,80.70241256,81.06189999,83.55815516,83.95569355,84.05809508,85.54685275,85.9053969,86.22723085,86.49957077,86.91675318,86.23877297,84.86410561,85.19275303,84.23739371,84.63027175,84.6188851,84.29372632,84.3017913,83.98484588,84.03698971,78.04809647,78.31916744,78.40796302,78.69046769,78.53022465,78.96428165,79.72624113
Rwanda,RWA,,,,,,107.5336323,,,,,,,97.68109287,,,,103.686088,,99.67787656,,,104.0590406,,,,,,,94.84467944,,100.3319711,,,81.91996652,80.53955339,78.95904904,81.79995673,81.70799839,82.69550246,83.16835932
South Asia,SAS,,,,,,,,42.76422913,,,35.10127789,,,,,,38.24510478,48.07107172,,,,42.27329992,,,,,36.29944278,,33.69528392,,,,,,28.27138636,32.17004703,35.2475036,35.39184841,39.17238527,45.94090188
Saudi Arabia,SAU,,,,,,,,,18.12156078,,,,,,,22.91680838,21.13826537,20.86863127,21.07559325,,,,24.99427941,24.35530855,23.92883079,23.44668572,,25.83344228,26.1435382,25.65191258,26.08695652,27.57731959,28.37993106,25.62683331,27.89376941,30.59940446,36.98115099,43.64697412,43.2654035,41.413102
Sudan,SDN,,,,,,,31.21448394,,,34.78610701,,,38.94539615,,,,,,,,,,,,35.47362875,31.50684932,,40.44050474,,,,,,,,,,,23.26603844,
Senegal,SEN,,,,,29.19374248,,,72.47340426,,,,,,,,,,,,,,,49.39601223,,,,,65.68752533,,,,59.47767626,62.66825966,62.37509476,,58.07081429,,,57.40807175,
Singapore,SGP,56.47247198,56.13815542,57.4921235,59.70244151,60.89449541,61.62361624,,61.85499673,59.25874321,57.86823332,59.00084914,61.9592089,59.89773557,60.6294447,60.91291478,65.14586814,70.35367545,66.40494272,65.53108808,66.90760941,67.7764566,69.89247312,71.20357002,69.41284164,73.10372026,72.33149751,73.80392157,75.31729244,75.92787576,76.64907652,77.23919916,78.76417677,79.2596482,78.73124506,79.57699934,81.07176018,81.14884585,83.16268339,82.29564404,83.62837766
Solomon Islands,SLB,,,,,,,,,,,,,,,,46.60948973,,,,,,93.54898627,,,,98.03087587,,,,95.47668358,,,,,,,,,,
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,100.0773874,99.4119421,,,,,,,,,,97.73791764,,,,91.05497299,,,,,
El Salvador,SLV,,,,,,,63.63636364,63.90996785,49.04242424,51.55772755,52.99696049,51.07632094,50.87125486,51.34114091,55.65379826,56.47924864,56.36132316,56.25790139,57.60555993,58.0808721,56.96218867,57.45501285,58.71124776,57.8748107,58.11923786,58.74583385,59.7352194,59.37902455,60.1513401,62.13583545,60.64533602,59.83525493,60.15229083,59.03962824,59.20383119,59.35885768,59.96272159,59.11937403,59.67982704,62.47199068
San Marino,SMR,,67.64746134,69.45704467,70.01651982,70.97086038,70.49792531,71.05045492,71.65267648,72.41895941,73.67205543,,71.99788862,73.04599974,73.81611925,74.23724356,75.46076883,,66.42988365,67.48884482,67.88643533,,,,,,,,,,,,73.17073171,,96.80546075,98.04461581,98.55332047,98.20209059,99.84522302,99.68829697,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.67876921,,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,72.75541796,70.79365079,70.75361837,71.70127261,71.89167689,71.72295363,70.33919689,68.35864402,68.68935086,70.81874212,72.24768374,72.06691869,73.54988024,74.41008166,74.2726246,75.09566937,75.08515894,76.20033951,77.36061428,78.63358779
Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,93.51922022,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,53.8585209,,,,,,69.21780987,,,,,,,,,,,92.49597424,,,,,,
Suriname,SUR,,,,56.92713678,,65.7435713,64.41348974,,57.49217236,46.4730899,52.22584148,50.81737506,,,,54.22120419,,,,,,,,,,66.11603013,61.95736938,65.69906791,67.93581724,63.88742072,66.167979,65.66979052,67.33445208,,,,,,,
Slovak Republic,SVK,,,,,,,,81.73603505,,78.96848138,74.29125202,74.76655872,76.09702123,75.77908866,76.16368818,77.00886219,78.02282725,77.80146745,77.47578835,77.82975844,77.08406664,75.09584711,74.29772401,74.64086605,74.71442798,73.86447048,74.92408385,73.70331188,74.13523277,74.89692007,76.31946384,76.52974087,77.19290518,77.79368782,77.13902364,77.37339665,77.9186865,83.04737207,83.53656723,83.54917278
Slovenia,SVN,,,,,,,,79.82870644,,80.0924341,79.85678705,78.6986715,81.39772797,82.85496764,82.12868185,81.12537891,82.62733506,79.07998329,80.21390374,79.50030102,80.66791882,80.15912707,81.11693217,80.33718022,81.57950875,81.8878993,81.58156778,82.14481925,82.83153553,81.8076606,82.50888696,82.47738941,84.8127069,85.17674249,84.00693923,84.5337738,85.24724218,85.98564997,85.31234273,85.1839539
Sweden,SWE,88.49232384,88.99346405,93.96873542,94.62453358,,94.77809798,91.9361499,91.72824915,91.83551689,91.62275295,91.0544046,91.95787192,87.68553478,86.4736963,83.84917973,86.10653236,87.52557822,87.46735903,87.97884613,88.27169743,87.88283489,87.57109847,87.63388366,88.02837674,87.70440113,88.2227108,90.8275134,91.78749188,92.32850032,92.49872061,92.48732051,93.37533923,93.59241299,93.4396998,93.88465781,93.96925763,92.50988999,90.26986913,90.48112993,91.15519121
Eswatini,SWZ,,,43.05058366,,,,,,,,,,,64.18511066,,,,,,,,,,,,,,,,,,,84.39995702,,,,,89.10016271,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,,,,,,,,,,,80.42975656,,,,,,,,,,,,,,,,,90.68404863,,,90.89833712,89.31698309,90.58968395,90.50964467,93.18794585,90.23455858,94.9686092,,,93.60697809
Syrian Arab Republic,SYR,15.33680071,,,,,19.02675277,,22.93393057,,24.19354839,,26.35612282,,15.82633053,19.93319814,24.79851209,25.83270724,25.5973106,28.76057374,24.62423213,,,20.18348624,19.13563468,20.16990956,18.16785365,17.92740371,20.78651685,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,,,,,27.71810609,,,,,79.92344734,,,,,,,,,,,,,,,,,,,,,,,,,67.72429335,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,,,,,,,,,,,,81.25350019,,,,,,,,,,79.04629029,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,75.94563206,,73.98519613,75.54501197,75.71365977,74.96040488,76.41844375,77.62293747,77.55172325,77.93193413,77.10533493,77.46636067,76.15333572,76.18063256,76.18652759,74.93827877,75.94660706,75.9434088,75.07553738,75.65111303,76.47662193,75.74897199,73.77536505,72.82558541,72.92842875,71.41333673,72.07268182,72.9088068,72.34940544
Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,100.4895885,,,,,95.25958805,,,,124.0072093,,92.27659048,,92.76019864,,,94.90897574,
Thailand,THA,86.92631819,,,87.3294347,87.3387373,87.12714075,87.01950496,,,,77.72873673,,81.12956005,82.01386355,80.69422299,79.95515136,80.54865938,79.86247544,,80.22696435,79.61129446,81.33971292,80.11566384,80.74191969,80.68474659,79.52281392,79.62184874,81.26772722,80.4238019,78.60037485,78.1954505,78.40085206,78.28117277,77.95235283,77.95128453,78.15778319,78.4705742,78.73494456,78.7965352,79.1147832
Tajikistan,TJK,,,,,,,,,,,,,86.62361624,,,,,,,66.47494083,70.61765103,,,,,51.1832971,,,,,,,61.73633441,,,,,,,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,,50.22720263,54.56572432,52.85712479,,55.87811061,57.10732655,58.07653891,58.35602374,59.36072276,,61.92875727,62.89033377,64.03171768,64.50070305,65.34808044,65.2790147,65.83150119,65.74743743,66.77992997,,65.85090556,66.15390405,66.16558656,65.90940283,66.44105593,66.84883822,67.62286317,68.3085898,69.14242059,67.47814438,68.28315936,69.1033773,69.67738869
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,48.56706779,,,73.06666667,,,62.20630222,,,47.89827358,,,67.31162305,,69.77839632,84.52671156,,,,,67.45456303,77.89913083,
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,28.78587477,27.72399107,27.38517509,26.5945176,26.59225926,26.16226442,27.21254977,27.22888927,27.34201082,25.39729325,28.26132537,28.32614864,27.46297287,,,,21.62849293,,
Tonga,TON,37.41007194,,25.9286024,,,,47.67887846,,,,61.12383776,,,,,,,,,73.81826031,,,,,,,,,,,,,,,64.65730676,,,72.10191446,,
South Asia (IDA & IBRD),TSA,,,,,,,,42.76422913,,,35.10127789,,,,,,38.24510478,48.07107172,,,,42.27329992,,,,,36.29944278,,33.69528392,,,,,,28.27138636,32.17004703,35.2475036,35.39184841,39.17238527,45.94090188
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,,48.71257854,48.96933132,50.44574631,58.33563345,57.69931344,50.94161959,66.93907875,58.00524934,59.42028986,59.38337802,59.5600901,63.09828772,61.36363636,62.39702365,62.13009864,62.41869109,62.4,63.65343348,65.81426649,67.55319149,69.62529896,71.10932691,68.79904243,70.50852006,68.7197418,68.73062445,67.59650055,71.10177796,70.91683895,71.4901813,69.88292918,71.89923323,,,72.53179891,73.24587588,74.11621617,75.79522863,
Tunisia,TUN,27.68218623,,,,,26.96032904,,,,,31.01952278,,,32.22600408,,,,,,35.86065574,,34.80266454,36.24960989,36.17599693,36.37928245,36.09513967,35.75570937,35.47844194,36.65310882,36.51784057,33.33333333,37.85092247,38.83560344,38.80059179,,39.73779385,,,41.92101504,41.10766955
Turkiye,TUR,,53.23472823,,,44.22203119,46.32936508,42.8490772,42.53691359,41.08059919,34.33426891,39.85400158,39.75469903,39.52469,37.54887649,38.12284999,39.57068975,36.0410223,37.24064112,38.98013911,37.74385915,33.19015176,33.01584602,33.75928337,33.83894138,34.90361583,36.8929837,39.01677335,40.19112723,41.50879662,43.0247846,42.46383116,44.01061675,45.08063508,46.35119097,47.03396829,47.73289251,45.30214139,46.71059185,49.09897926,50.29712985
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,69.69607116,,,,,,,,,,,,,,53.84755832,66.4164974,,,,,67.20476272,
Tanzania,TZA,,,,,,,,,,,,,,,,,,95.20726411,,,,,97.19186332,,100.6008838,,95.58773643,97.10649538,89.37972844,89.69197187,90.93302467,,,,,,89.56696618,,,
Uganda,UGA,,,,,,,,,,,,,,,,,,,98.6746988,96.09254499,,,,,,97.42375231,92.3589089,94.59984932,87.89402592,94.98695701,96.33868449,,,92.31405069,,91.85509211,,88.47235907,,
Ukraine,UKR,,,,,,80.2278519,,,,,,88.83109773,,,90.05316172,82.18740493,,85.3841625,85.95322676,86.05411835,86.27078314,83.94936336,83.19386843,82.9231819,82.40516661,83.98843931,,82.74398868,82.18793829,,81.01905312,81.26084442,80.90619572,80.68115942,82.20426136,76.00123466,75.88653601,75.98021282,,
Upper middle income,UMC,,,,,,,,,,,,,,,,,77.52722212,,,,,,,,,,74.3848207,,,,,,,,,,,,,
Uruguay,URY,56.1323994,46.04815864,,,,,63.85704653,59.71085652,61.87198899,61.27369008,62.20580186,63.16928069,62.98970451,,66.71102329,67.07261756,67.67437076,70.31120191,69.52952145,70.5919127,69.24930309,71.13533409,70.37674715,71.11158129,73.04802701,73.27794902,73.61710658,74.69904824,75.51548454,73.5060078,75.15411524,75.68272229,76.48559872,76.8802534,77.58752166,78.13494057,79.05485183,79.63868437,77.96831001,80.4812233
United States,USA,70.15706806,71.42857143,72.47706422,73.49081365,74.27821522,75.13089005,75.2617801,75.72559367,76.25329815,76.79045093,78.35416583,78.67821452,79.09025482,79.7725275,79.91427312,80.34528908,80.12565165,80.31245382,80.45936682,80.95037275,80.68625044,80.81366011,80.80556463,80.99640823,81.51960852,82.27012453,82.35418071,82.44625754,82.21895979,82.04164754,82.31571647,82.08110065,82.09541979,82.57684345,82.65585403,83.04508778,83.05893828,82.97607953,83.54862439,84.16571244
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,78.17574021,80.04819277,93.30323552,91.35622109,91.54658982,,,90.15100895,89.2000536,87.31996231,87.62582204,88.94256575,89.04964162,89.71579643,90.13010908,90.83463339,,82.90409615,54.57590506,,,
St. Vincent and the Grenadines,VCT,,,,,,,,54.80995419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,38.45962733,37.84217016,38.07175441,38.66074732,39.1187926,42.62636152,46.20245323,47.70856371,46.93221178,45.49113319,46.06075574,50.18279308,52.54854369,55.8254774,57.21153846,,,63.47479144,65.43519847,,,62.21039488,62.4321349,62.52394395,62.72499747,63.68579598,63.13211206,63.58443092,64.10322983,,,,63.80121335,67.57076809,,,64.97524752,,,
British Virgin Islands,VGB,,,,,,,,81.43094447,,,98.82063882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,82.26587356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,,,,,,90.25886394,,,,,,,91.43576826,90.5370844,90.70967742,91.54746424,90.40735874,90.625,90.5511811,90.36939314,89.54828454,,,89.90032884,,88.88073896,88.31063074,88.08348819,88.70838124,88.96835505,89.00097943,88.17890985,88.33900136,88.13348137,86.93098385,86.97777174,85.97055768,87.66323907,88.24460413,88.61347388
Vanuatu,VUT,,,,,,89.55746218,,,,,,,,,,85.71753468,,,,,,,92.78876915,,,76.99736499,82.12998176,,,,,,,,,85.32822809,79.06967042,,,
World,WLD,,,,,,,,,,,,,,,,,67.46476939,,,,,,,,,,66.67464864,,,,,,,,,62.28324159,,,,
Samoa,WSM,,,,,,,,51.99326948,,,,,,,,,,47.67338471,,,,,51.21202823,,,,,39.98971546,61.15555333,,61.1738149,,,61.61596474,,,,,55.49901046,
Kosovo,XKX,,,,,,,,,,,,,,,,,45.68210468,,47.98331015,41.14365411,37.16814159,43.48462665,43.96551724,43.40490798,39.6656535,42.66666667,,,31.80480676,34.58450937,34.30925382,31.50976071,31.40735025,29.97088005,29.74622551,34.77941453,36.66100255,38.34284802,39.51856385,
"Yemen, Rep.",YEM,,,,,,,,,,,22.77267819,,,,,31.18741059,,,,,14.03508772,13.95348837,13.8381201,13.75661376,13.65461847,13.4790281,14.85620623,,,,9.229757828,,,,,,,,,
South Africa,ZAF,,55.69699499,,,,,,64.92307692,,,66.60958904,,69.18714556,64.38095238,66.60682226,76.08318891,71.34748686,80.15972843,79.72008865,78.55897101,76.7946843,78.36227284,80.02622647,78.98862947,74.43897439,74.17777136,73.70098242,75.16691147,74.88201103,76.27631101,76.36582114,76.77938237,76.52368028,77.44669305,77.66817438,77.61151033,76.74013719,76.7073707,78.0044412,79.81242062
Zambia,ZMB,,,,,,,51.34352373,79.14893617,,,,,,,83.82352941,,66.98971224,,,,,,,,,,90.09146341,,,,,77.70643963,,81.29372139,80.14440987,77.56057799,80.50409021,81.576527,82.60649941,
Zimbabwe,ZWE,,,,85.8902866,,,,,,,,,,85.111475,,82.07151037,,,,,87.72366931,,,,,,,87.9411531,75.69046378,,89.71627241,,,,,84.43377852,,83.83131487,83.35148114,83.5202819
