"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Cyprus","CYP","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","45.1398872055734","","","","","","","","","","","","","","","","45.7364341085271","","49.4063926940639","","","","","","57.6408076514346","53.8127815785083","","55.4945968412303","57.2548059262887","57.5805279728748","58.6219467736055","59.3449409472787","57.0261007118376","","","61.005643919959","","","","64.1032736530426","68.0155049491244","71.3726840691508","72.6861020704937","73.3651986818095","72.6735799243352","72.2448979591837","74.0723088445564","75.814578890896","76.5068643001696","79.3553070597926","81.0201511335013","81.3013185601832","80.5615885820664","81.1952835676887","84.3210177912437","85.6960692733123","84.627613305738","84.9415313848773","84.5985100556521","83.4542289278979","81.7462376751427","82.4010020781735","83.9083694489784","86.6693223690762",
"Czechia","CZE","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.3973128598848","","73.4508801976584","73.5717583847542","73.322413093088","72.5326392678729","72.8325649387158","73.3592205591641","73.8356028509487","73.9375107394467","73.9066509066797","73.5480983047911","73.9600774573038","73.8500204570694","73.7208320596241","73.7407185890797","72.8396868369064","72.3154067210134","72.5204251954669","72.4825113162072","73.2744830854908","73.9271099555332","74.7958044423551","74.5777126099707","75.3543283933192","75.8411932441325","76.285997724156","76.8007333895987","76.7309179519356","76.0524925136516","76.3497428361499","76.8271128523875","75.5004377006128",
"Germany","DEU","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","57.0390489462757","57.3798683450094","58.109559613319","58.5670001409046","58.4883294290311","59.2659310965999","59.7751071754867","63.0210649177412","66.9825367007584","67.7950257775763","68.0669745628208","68.8487031700288","69.5283789301756","70.1929425574059","71.0106265383425","71.5935813059233","72.6701990293424","73.2987277964474","74.4674743934495","75.1385252389941","76.0876881654632","76.3593672763223","77.1576211773238","78.4029801423979","79.7405114075061","78.9982266838989","80.4933614966807","79.4440259153232","81.9256935121355","81.3795595164617","82.1876364074236","82.6871163793754","82.9455014022588","83.4724140001201","83.8523004962296","83.5609880163373","84.0352334064891","84.1491558362687","83.9594324176824","84.3261271276835","84.5569278733737",
"Djibouti","DJI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.1173469387755","","","","","","","","","","","","","","","","","","","","","38.7246352150423","","","","","","",
"Dominica","DMA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","67.0963651732882","","","","","","","","","","54.3049663089593","","","","","","","","","","","49.3069050395129","","","","","","","","58.2673997586161","","52.9302899444787","","","","","","79.2460370321034","","72.1604447974583","","64.1788918957414","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","42.7565982404692","","","","","49.4471153846154","","","","","55.9332824038706","","","","66.8632848341853","","68.0975991649269","70.0469851213782","71.7138754731758","74.3623981840032","","76.3390465988216","","79.7181364165013","80.0564300564301","80.4976117872467","81.5223660384951","82.2722006406325","80.6580047512243","80.5663113914281","81.8241120400447","83.0922753716871","84.2281471481606","84.5910831509847","82.4232226684011","79.7618551979683","81.7120514283329","81.8326792672611","83.7192617185302","83.6207617084111","84.7327170135224","84.1953739115709","84.5392798001628","83.5854945485591","84.2436417918777","84.941911164871","85.6915828704029","85.5046725020085","85.0444337185202","86.0775202747554","86.1556030570115","86.6035002660675","87.3027550484198","88.1238715994981","86.8940398360231","85.9287196498084","87.4267140557125","87.4019570659182","86.9948311821782","86.7317788181098","86.9882204079173","86.5795512113717","88.1393141094102","88.1815093280551",
"Dominican Republic","DOM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","12.0697215522912","","","","","","","","","","32.7139364303179","","","","","","","","","34.4551689103378","","39.7011046133853","","","","","","","","","","52.247191011236","58.0467675378267","30.3683196918633","54.1727672035139","","51.997578692494","49.7725640411779","47.8959537572254","","51.2018645869351","50.1475770065922","53.1058282208589","52.6694114018266","52.3175805419245","53.9361644429982","54.6210931733698","54.0782422293676","56.8332656101856","53.8437124839587","57.8344814203939","59.8404400897696","61.1091615828969","61.1109607211499","61.2826667385852","63.2007741699251","63.8826273339674","64.4298377698925","64.7939738473186","67.2184376392691","64.3568229644418","67.5096662195218","66.1202683028286","68.66397814492",
"Algeria","DZA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","3.52428242703161","","","","","","","","","4.09102213379756","","5.27634693025198","","","","","","7.22748815165877","8.66705641625256","12.2875252088735","","10.1832460732984","","","","","","","","","15.2594887683966","15.574809805579","","","14.1640042598509","","","","","","","","","20.3175065540344","20.5634620970084","","23.3038348082596","23.8848920863309","23.5203526996014","24.3895140052669","25.4786650021809","25.938824954573","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.2535001947103","","","","","","","","","","79.0462902945782","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.2001566750822","","","43.5345401187928","","","","","","45.5351271384032","51.6014256925435","","","","49.3878046331228","","","","","45.3306074137573","","44.5829001012703","","","","","","41.4142734042068","44.8287265012854","46.4002493925174","47.491047793573","48.6089622492055","",
"East Asia & Pacific","EAS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.7334173572513","","","","","","","","","","78.1556165816596","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.6568905546999","69.464960379499","70.5854832809437","67.3352206657811","68.8238835700801","64.7498149065708","67.7196311834749","68.2162311294569","","67.8690609093521","67.9434180790299","","67.8893311973513","70.7271255892695","69.4428611376631","69.9665401833326","66.8914138701592","68.172988098768","65.2552948962392","64.8714991886873","","",
"Europe & Central Asia","ECS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.400119410328","69.6484582322355","70.114506465063","72.0455855273641","71.1779736711856","71.7179957929728","72.8513267407923","73.4969886019586","73.4389579159137","74.3844946362924","75.4626479295291","75.8151993247454","76.3776289756044","76.3345420624937","76.894093219924","76.6125872819708","76.8157133377634","77.3831302107236","77.1212206868893","77.9599222371944","78.2008182681073","78.2608029618986","78.5815384040827","79.0404697791094","78.9316134129257","78.1639142658743","77.9460557714579","78.1781401219041","77.4590099122298","78.4791494799374","79.1918218011822","79.4386195839589",
"Ecuador","ECU","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","18.8113529662825","","","","","","","","","","","","19.713758079409","","","","","","35.5916254998824","35.646017699115","24.9235084140745","","","","","","41.8123803446075","41.7613273771538","34.3498414247377","","","","","","60.7098068723351","60.4458204334365","63.524540250883","","56.3610283570562","64.9054142204827","66.012909632572","60.0783901926787","63.8925136532792","63.035014736025","63.0958923749672","63.4403759068997","63.9163391009392","63.128053256385","61.8105646163504","61.2728661496835","62.3388356155544","62.7633869417236","61.2551595465988","65.139551735339","69.1129332836377","69.9048988853207","68.9102766249984","69.5950171667794","66.9324753491339","68.5961195649366","69.6281179727815","68.4622449903623",
"Egypt, Arab Rep.","EGY","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","5.86319218241042","","","","","","7.19832367804758","","","","","","","5.54566268125159","","6.61433534937588","7.95243403939056","8.73516788689725","10.5610561056106","10.5628058727569","10.0584477368493","12.1527777777778","12.0854063018242","22.1290322580645","23.6800630417652","","12.6526938408127","","","41.7933342630038","36.5350457712802","31.1070319118893","32.2124894037864","30.3900027464982","31.0372771474878","29.4398255417746","18.6952037132543","","27.3426573426573","27.6428280635093","29.8689762380635","29.3920396559265","26.8132828429945","","","30.7170413728881","29.3962159154146","32.3012552301255","30.0304119435997","31.5502092630062","30.7900852052672","30.1229149557748","30.3145182036042","31.2471024571164","31.7948081668666","32.1444272687306","32.9396382027961","32.8263473053892","27.0660240678868","23.1900637359046","21.3361781570876","22.2001939134336","21.6774324070461","",
"Euro area","EMU","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5758369480078","63.8855608421969","64.8917457340817","65.7923244032287","66.6065813405357","67.2708342081822","67.8958938395741","68.7822990029356","69.5699850036731","70.3923458290153","70.7124329219178","71.5116278476249","72.579831843153","73.2921299753752","74.1331697618037","75.0001012890978","75.8085827128869","76.2191556319404","77.4465173024785","77.7352878738383","78.7570375014123","79.2563145088025","79.7839036391112","80.2728397502631","80.4485752511008","80.8915040028785","81.1203783492821","81.215432149225","81.727096004323","81.7771384260795","82.5763296326043","82.9250348545081","83.2358037568354",
"Eritrea","ERI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","19.9034033471863","","","","","","","","","","22.2734637915992","","","","","","","36.9608493696085","37.3096104596307","37.6091703056769","37.680155210643","37.5017484962932","38.4062059238364","39.7144896502498","39.9510157037891","40.474457866395","40.5433922447903","45.1032079349477","47.8499487365056","48.6407678522613","49.396806175736","49.9394904946461","52.3032731121022","53.5208692074425","55.8399655839966","57.3257733885791","58.0808316603638","59.1242236024845","59.4540220991055","60.2476436887821","62.0709111704156","60.5528176558817","63.7953750397528","65.3121116384925","66.9876469712755","68.2666470890537","70.063731509092","71.5001021867975","73.2878207834175","75.8591204611461","77.4824406397101","79.0305442899687","80.6584983099952","81.3455005255861","81.5972595585186","81.9396239221312","82.4852255054432","82.4167566805993","82.2977320882053","83.0616684532442","83.1114045115688","84.5724758944936","84.7137103834705","84.6277085117858",
"Estonia","EST","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.561998446803","81.3899093803576","80.3461109043543","78.2959504719375","78.3007751126008","78.1212638770282","78.45937656231","79.6307760031915","80.3690260133091","75.9580120708077","76.7606471567928","79.2025148908008","80.1535373347022","79.3926516432216","78.4620909458185","80.7884609557286","82.6044763474484","80.9681472175006","79.1134331416195","79.6308148837751","80.5326149361834","82.2935492061595","81.8691094087721","81.0791830046234","81.0202111790342","79.253774680604","81.0498952992996","80.527152919791","81.0828744882112","81.2545751449969","82.2914146660785","81.9967569412836","83.3841179920747","84.9449410182409","86.6621955820095",
"Ethiopia","ETH","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","38.8114754098361","","","","","","67.6300578034682","","","","","","","74.2882661605448","","","","","68.3246795595355","","","","","","83.1863328476571","","","","","","","","84.0581513745899","","","","","","","","72.7323232323232","","",
"European Union","EUU","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7918472070062","68.4244006300868","68.2259823778276","68.9059731480956","70.1779477211544","70.330489208189","70.5807279626","70.9817455377389","71.7439847676872","72.5097971666186","72.8368461950978","73.2333883903809","73.9193053940285","74.4031468354929","74.92737414829","75.6048446434591","76.1639187212042","76.3746228816338","77.3599244147788","77.5958776224009","78.5040413576043","78.9309034827877","79.3142692567215","79.6499984984592","79.7461198217638","80.0838247145865","80.284113707189","80.3645868622827","80.6795574749849","80.5940620276879","81.3876861468022","81.9006431255133","82.2180510465165",
"Fragile and conflict affected situations","FCS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","57.6092117758784","","","","","","","","","","65.6258411843876","","","","","","72.5","81.637337413925","","78.0635838150289","81.2707182320442","79.8879471340325","94.2269671807038","","81.816934266502","82.2335726118167","81.6710471711163","81.4206128133705","81.8896532359961","81.9674431658714","86.507862286409","86.8059448447477","86.9142018040697","86.7691828441159","86.6670488913096","84.7796278158668","84.6459134317252","83.2799477783007","83.7183167038741","85.2202087731644","85.1037744110693","85.541816481043","86.2565925751811","86.0803426377197","86.6272011989509","87.3061157074431","87.6638488911578","87.8786950528412","87.1452217885833","88.6350550117493","87.43640166058","86.8020778251267","87.9101899827289","88.2113756571737","88.7202533265097","88.9998399743959","88.1882443457772","88.0897298849658","88.4973551677172","88.452513080704","87.8758965062099","88.1885230596876","90.6369784038144","91.7234999921609",
"Fiji","FJI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","8.37690510624096","","","","","","","","","","20.3567181926278","","","","","","24.5656426188011","","","","27.2939801285798","","","","","","","","","","49.7347145022739","","","","","","","","","44.6473656554782","","","","","","56.9324415721049","","","54.3993677555321","","50.0688365327168","","","","","","","",
"France","FRA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","48.4153295318923","","","","","","49.6163332419841","","","","","","","55.7060518731988","","","","58.2652329749104","58.7408575935752","59.6904830778131","60.8448652585579","65.2400939033933","67.0260206953284","67.3980509310285","68.5483049243803","69.0148312885694","69.7044813116908","70.2544384030761","70.82884659134","72.3633837604199","73.1757498878455","74.5238429500679","75.2600448704875","76.054071959241","76.3403025400167","76.2270229296949","77.131020032382","77.3635932310612","77.9825843767876","77.9172114679338","77.9564340075311","79.8043071458023","79.6622287185027","81.1322882598398","81.5144118074977","82.2934396731994","82.6290013946097","83.1379913229295","83.4153391468148","83.7130305554195","83.7970646620456","83.9964920258551","84.6659670066577","84.7866784904917","85.1201372054288","84.9824433549755","85.4122726895292","85.9007876654935","86.0815452103241","87.2642848791568","87.2773198617389","87.8342423839297",
"Faroe Islands","FRO","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","31.1643454038997","","","","","","31.2698678266689","","","","32.3344782660192","","","","","","","41.669795969458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.0836010966011","","","","","","","","","",
"Gabon","GAB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","77.688805149945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5177065767285","","","","","","","","","","","","78.6902133922001","","","","","68.621045392022","","","","","","","","","","","","","",
"United Kingdom","GBR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","43.2385775117965","","","","","50.0298222593344","","","","","52.3487456960157","","","","","","","59.5322227831062","60.9536738503309","61.1404255319149","58.6052631578947","","62.2443135329733","64.191295587895","65.4824655765921","66.5389925019625","67.6737855662843","68.2907746887351","69.9338157311818","70.519578313253","70.834236773634","71.727849054537","72.9674853280672","73.3803899643581","73.666399876434","74.5345903972717","75.1992776625612","75.5065630177138","76.6514173329343","77.1819631971743","77.7413604738083","78.6826226580838","78.282581867233","79.2692429795954","79.6335244461091","80.0040152579803","79.8129417849549","80.0869091326297","81.0145997019288","81.344760352705","81.812210821304","82.0228484830822","82.8401761032047","83.2484784644195","83.502831472512","84.1254028713741","84.7193423626123","84.9255155206575","86.3876280733918","87.2659621967555","88.1922722395999","87.5301023479831","87.3148009015778",
"Georgia","GEO","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.0330250990753","77.2805736290001","73.6419587904737","76.7325428194993","73.9474726144912","75.6177707676131","76.7134376686454","75.9755268524813","74.2382271468144","75.0341064120055","72.6992218942849","71.517554534867","72.5063008288513","71.8630644440186","71.8973074514715","70.8149876440999","71.8396492326965","73.5240565684783","71.7498914459401","78.0334110959161","75.5036885078865","75.1019283746557","75.3004955781288","","","",
"Ghana","GHA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","63.6813125070233","","","","","","","","","","76.1288777099054","","","","","","","","","","","","","","101.980859114178","","","","","92.1921921921922","","97.2442095366359","104.429530201342","","","","","","96.6830466830467","96.6830466830467","94.7298407605931","","","","","","95.1766207972762","","","","95.824882376478","","","93.3521619088629","","88.4707312132874","","94.6097185725761","","","","83.4996493017917","94.9910335208375","",
"Gibraltar","GIB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","25.9693953350171","","","","","","","","","32.7325002764569","","","","","","","","","","","42.7856167501138","","100.599948940516","","44.0281835366902","","48.6725663716814","","54.9386808087504","56.7084693351658","55.8206106870229","51.7194773990089","56.4900867410161","61.7115581316059","","","","","","","73.0017761989343","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","56.2390597649412","","","","","","","","","","","","","87.8607983623337","","","","","","94.6046903947824","","","","","","","","","","","","","","","","","65.7631538579537","","","","",
"Gambia, The","GMB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","81.1123986095018","","","","","","","","","","63.8228172624982","","","","","","","","","","","","","","","","","","","73.2765945190881","","","","","","85.0277655888272","","","","","90.6254992810353",
"Guinea-Bissau","GNB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","2.97309518426407","","","","","","","","","3.20917858330562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7527142510664","83.7157020177337","","","85.5777211711841","",
"Equatorial Guinea","GNQ","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","47.5923223706364","","","","","","","","","","","105.150214592275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","43.9935467858029","","","","","","","","","","35.5671518813513","","","","","","","","","","43.8881569316352","43.1532846715328","46.5289507933431","47.5988284917532","49.5058964450212","50.1282441420684","50.7592609069609","52.3963037794153","53.5468832243026","53.7873586891849","51.1278312131555","53.913380937597","54.6289664621804","54.7014625398101","56.2111315978624","57.7450553551437","58.1464065577937","61.1791612942838","61.8383105405154","62.0543016028786","61.4285264582743","62.1682148658665","62.9476432379724","64.8573810984723","65.1608035461662","65.5625401702435","65.5681800323731","65.5594241084031","67.4779213828062","68.8742141352717","70.0676528663451","71.4430977645843","71.4405760326902","73.0970317537208","74.5534663123549","74.7833403449727","74.2393202579258","73.3735545500251","73.4268778674525","74.4393694838422","74.3522298324423","74.0089127445621","74.7707339847267",
"Grenada","GRD","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","56.4376085338626","","","","","","","","","","57.0357410647338","","","","","","","","","","","","","","","","","","79.7672462142457","","","","","","","","","","72.6790450928382","","","","","","","","","","","","","","","85.7734806629834","94.4674965421853","84.8249027237354","","","82.6437005222753","82.1319160456534","75.451497432741","","","",
"Greenland","GRL","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","37.9505162672901","","","","","","","","","","52.0688513737173","","","","","","62.0522875816994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3637177933506","94.2503888434872","93.8492401694049","94.4584847048913","94.5127269843787","93.6815346716285","","","","","","","","",
"Guatemala","GTM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","14.1180306488425","","","","","","","","","16.2023877202956","","","","","16.2991939307729","16.3697362332254","16.0053649267911","16.3681651049698","","","","16.5024630541872","","30.4540420819491","","31.5988436735602","","","","","21.8675559790376","","","","","31.5932572050027","51.877133105802","","52.7964205816555","54.3146865725335","49.4639694229514","","53.6850447186686","","","","51.9581760811731","47.9968531343497","52.2899974746895","48.6699174431516","48.5879224854481","45.9789154844587","47.8208477993724","45.9823104354354","46.0424369451051","45.2274221504991","","50.4925964448911","50.1606551832435","59.9415573253882",
"Guam","GUM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","28.6536248561565","","","","","","","","","","40.1827025744454","","","","","","","","","","59.8636972130948","","","62.9553163250258","","","66.3777686064108","","65.4947396457584","","71.0278142533127","","","","","","","","","","79.8941798941799","79.7814207650273","77.6203966005666","","74.6817538896747","81.6296296296296","78.9772727272727","72.189349112426","","76.4957264957265","85.3252647503782","81.5295815295815","","","","","","","","","","","","",
"Guyana","GUY","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","29.3788819875776","","","","","","","","","","","","","","","","","","","","31.8767826583001","","","","","","","40.9864536297325","","","","","","48.3986203498399","","","","","","","","","43.4538970962812","","","","","","","","","","","","","","","","64.4496229887787","64.1728067511628","","","","",
"High income","HIC","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.9384213734704","71.1498885190964","71.5948465231978","72.2132218283278","72.535819262581","72.966531265648","73.3800110677422","73.6172653985052","73.9261287753392","74.2134133865463","74.6164819798038","75.0400895918637","76.0880406629785","76.5150452036793","76.7207070066408","76.5385924169881","76.6899732289208","76.6138524559663","77.2799117730614","78.4299791065956","77.9667707499264","78.1421396592306","78.2347368725892","78.6960253304284","78.6300684928531","78.5780275520562","78.3699215772085","78.6548351244055","79.1925355242362","79.3476721572786","79.7394453090628","80.3264688569763","80.9718924913694",
"Hong Kong SAR, China","HKG","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","40.7546752240788","","","","","47.6533457249071","","","","","50.5786490316485","","","","56.9989073691878","55.1359883438562","","","55.0480469237489","56.5298046005442","58.9212121212121","57.6569959603379","59.4587945879459","60.6189837943219","60.3160776505724","60.7258264976386","60.5758444472143","60.2599350162459","59.3124291650926","59.0091231626964","60.6368133959153","59.2668546526532","59.5033917829259","60.7630832688837","62.1099360229795","62.9030135544151","63.3469819046361","64.2743644067797","66.4864864864865","67.0536811910941","69.4585332419465","71.6452903047855","71.6944444444444","72.3074776785714","73.0585256049522","74.1930937279774","75.3193301163781","76.2444412566346","76.6705069124424","75.7703142561049","77.403888320421","77.9220212193099","78.7395771615197","79.250573911022","79.5289776111813","79.8755156480037","80.6904622586308","80.501202010636","81.5153040080516","81.921679207443","82.4109139024501","81.7650785801487","82.1554381329811",
"Honduras","HND","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","14.7114654517844","","","","","","","","","","","","","18.3541430192963","","","","","","","","","","","","","","","","","38.8583460053807","39.9596819352671","","","40.1273148148148","","","48.3255229169048","52.0218082689686","50.8213670304423","50.1591418130378","44.3529411764706","","57.6957561267185","50.4990855079913","47.3180972947034","47.2197855750487","49.4681112421384","50.6993984322781","52.5452077374315","49.7277297702605","48.7779595608897","52.9927217008236","55.9005545902459","57.0285124561993","56.8749393851227","55.1626524498125","60.3013880965963","54.4181369849896","65.3764733197667","65.5713419971719","59.1815904240512","53.4664102394058",
"Heavily indebted poor countries (HIPC)","HPC","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2597345778037","","","","","","","81.4385150812065","","75.3068876371792","73.340472941461","74.1581370251083","72.9406954358826","73.1511900771036","74.0895262929161","75.9143637589131","73.3610686774791","74.6811672300332","77.6257832887323","77.3246849021185","74.6273401033912","75.6659870880054","77.2778480683571","78.8830745183323","79.26480783213","78.64549971435","78.2950797141286","79.2787456445993","78.4897859922179","77.1034649364992","78.5421490438213","80.4423228819671","82.1778225246494",
"Haiti","HTI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","78.5594639865997","","","","","","","","","69.2316926770708","","62.9952653874906","","","71.3464901324007","","","","","73.3755328768893","","","","","77.7747551686616","","","","","82.5166714989852","","","80.1056338028169","","84.1416031083609","","73.7793851717902","","","85.6134406325004","","73.3333333333333","","","","","","","","","","","",
"Hungary","HUN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","49.344676937227","","","","","","","","","","63.6351584250298","","","","","","","","74.6476295075966","75.5792570798087","69.728978457262","87.1676300578035","87.4712643678161","88.3506343713956","89.7435897435898","90.7385697538101","92.2169811320755","92.0281359906213","91.2426035502959","92.2341696535245","71.6875871687587","77.2193977317169","77.0711600308013","76.4042466055508","74.8539714900571","71.0257948410318","69.1754164432375","68.3529041727825","70.7954863051984","71.2652963013887","71.2468584910499","71.252360410928","71.9413206333756","72.8269650561199","73.0849076188499","73.8894796418893","73.5917522976227","73.1643371524881","73.5237439779766","73.9988251960886","75.6772643189323","75.3741706526771","75.9000151901298","74.9979225872929","75.1079136690648","75.0281214848144","74.6623144478122","74.216712185841","74.0423655358039","73.3740724574422","73.1809265127509","78.7813245823389","79.2292705965699","79.6953869112935",
"IBRD only","IBD","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2065438490752","","","","","","","","","","64.572765436133","","53.9193469884648","","","","","","","54.4328175116256","","54.7998730139273","","",
"IDA & IBRD total","IBT","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.041576908175","","","","","","","","","","63.9730236560189","","","","","","","","","","","","","",
